path,sign,video_id,n_frames
train_landmark_files/19169.parquet,energy,19169,38
train_landmark_files/19172.parquet,energy,19172,99
train_landmark_files/19312.parquet,enough,19312,102
train_landmark_files/65637.parquet,enough,65637,68
train_landmark_files/19305.parquet,enough,19305,156
train_landmark_files/19306.parquet,enough,19306,80
train_landmark_files/19309.parquet,enough,19309,45
train_landmark_files/19713.parquet,evaluate,19713,105
train_landmark_files/19704.parquet,evaluate,19704,132
train_landmark_files/19705.parquet,evaluate,19705,83
train_landmark_files/19706.parquet,evaluate,19706,49
train_landmark_files/19707.parquet,evaluate,19707,80
train_landmark_files/19967.parquet,evidence,19967,144
train_landmark_files/19968.parquet,evidence,19968,124
train_landmark_files/19969.parquet,evidence,19969,32
train_landmark_files/19970.parquet,evidence,19970,35
train_landmark_files/19971.parquet,evidence,19971,76
train_landmark_files/19974.parquet,evidence,19974,37
train_landmark_files/19975.parquet,evidence,19975,89
train_landmark_files/65650.parquet,exact,65650,69
train_landmark_files/20008.parquet,exact,20008,88
train_landmark_files/20009.parquet,exact,20009,32
train_landmark_files/20010.parquet,exact,20010,82
train_landmark_files/20012.parquet,exact,20012,54
train_landmark_files/20014.parquet,exact,20014,95
train_landmark_files/20022.parquet,exaggerate,20022,75
train_landmark_files/20023.parquet,exaggerate,20023,41
train_landmark_files/20024.parquet,exaggerate,20024,61
train_landmark_files/20027.parquet,exaggerate,20027,57
train_landmark_files/20030.parquet,exaggerate,20030,98
train_landmark_files/20334.parquet,expect,20334,128
train_landmark_files/20335.parquet,expect,20335,38
train_landmark_files/20336.parquet,expect,20336,50
train_landmark_files/20337.parquet,expect,20337,103
train_landmark_files/20339.parquet,expect,20339,50
train_landmark_files/20342.parquet,expect,20342,75
train_landmark_files/21030.parquet,fancy,21030,56
train_landmark_files/65680.parquet,fancy,65680,64
train_landmark_files/21033.parquet,fancy,21033,97
train_landmark_files/21023.parquet,fancy,21023,95
train_landmark_files/21024.parquet,fancy,21024,29
train_landmark_files/21026.parquet,fancy,21026,38
train_landmark_files/21027.parquet,fancy,21027,81
train_landmark_files/21309.parquet,favorite,21309,46
train_landmark_files/65694.parquet,favorite,65694,67
train_landmark_files/21312.parquet,favorite,21312,89
train_landmark_files/21303.parquet,favorite,21303,67
train_landmark_files/21304.parquet,favorite,21304,68
train_landmark_files/21829.parquet,finally,21829,146
train_landmark_files/21830.parquet,finally,21830,59
train_landmark_files/21831.parquet,finally,21831,44
train_landmark_files/21832.parquet,finally,21832,39
train_landmark_files/21833.parquet,finally,21833,77
train_landmark_files/21835.parquet,finally,21835,26
train_landmark_files/21836.parquet,finally,21836,83
train_landmark_files/23281.parquet,fox,23281,75
train_landmark_files/65775.parquet,fox,65775,39
train_landmark_files/23274.parquet,fox,23274,69
train_landmark_files/23275.parquet,fox,23275,88
train_landmark_files/23276.parquet,fox,23276,51
train_landmark_files/23277.parquet,fox,23277,64
train_landmark_files/23279.parquet,fox,23279,48
train_landmark_files/23479.parquet,french,23479,179
train_landmark_files/23489.parquet,french,23489,70
train_landmark_files/23481.parquet,french,23481,38
train_landmark_files/23482.parquet,french,23482,74
train_landmark_files/23485.parquet,french,23485,45
train_landmark_files/23709.parquet,fruit,23709,76
train_landmark_files/65789.parquet,fruit,65789,68
train_landmark_files/23701.parquet,fruit,23701,94
train_landmark_files/23702.parquet,fruit,23702,92
train_landmark_files/23703.parquet,fruit,23703,60
train_landmark_files/23704.parquet,fruit,23704,98
train_landmark_files/23705.parquet,fruit,23705,65
train_landmark_files/65796.parquet,function,65796,78
train_landmark_files/23811.parquet,function,23811,81
train_landmark_files/23802.parquet,function,23802,125
train_landmark_files/23804.parquet,function,23804,98
train_landmark_files/23805.parquet,function,23805,28
train_landmark_files/23806.parquet,function,23806,207
train_landmark_files/23808.parquet,function,23808,75
train_landmark_files/24174.parquet,gather,24174,56
train_landmark_files/65803.parquet,gather,65803,67
train_landmark_files/24176.parquet,gather,24176,83
train_landmark_files/24166.parquet,gather,24166,86
train_landmark_files/24167.parquet,gather,24167,76
train_landmark_files/24171.parquet,gather,24171,43
train_landmark_files/24385.parquet,germany,24385,43
train_landmark_files/65806.parquet,germany,65806,61
train_landmark_files/24378.parquet,germany,24378,72
train_landmark_files/24379.parquet,germany,24379,39
train_landmark_files/24381.parquet,germany,24381,66
train_landmark_files/24382.parquet,germany,24382,149
train_landmark_files/24822.parquet,gloves,24822,51
train_landmark_files/24824.parquet,gloves,24824,56
train_landmark_files/24895.parquet,goat,24895,95
train_landmark_files/65830.parquet,goat,65830,45
train_landmark_files/24888.parquet,goat,24888,65
train_landmark_files/24889.parquet,goat,24889,61
train_landmark_files/24890.parquet,goat,24890,73
train_landmark_files/24892.parquet,goat,24892,34
train_landmark_files/25044.parquet,goodbye,25044,54
train_landmark_files/25052.parquet,goodbye,25052,73
train_landmark_files/25055.parquet,goodbye,25055,83
train_landmark_files/25049.parquet,goodbye,25049,60
train_landmark_files/25051.parquet,goodbye,25051,55
train_landmark_files/69354.parquet,grow,69354,109
train_landmark_files/25852.parquet,grow,25852,78
train_landmark_files/25844.parquet,grow,25844,74
train_landmark_files/25846.parquet,grow,25846,40
train_landmark_files/25847.parquet,grow,25847,77
train_landmark_files/25850.parquet,grow,25850,52
train_landmark_files/65868.parquet,gum,65868,70
train_landmark_files/26002.parquet,gum,26002,84
train_landmark_files/26003.parquet,gum,26003,33
train_landmark_files/26004.parquet,gum,26004,77
train_landmark_files/26006.parquet,gum,26006,41
train_landmark_files/26009.parquet,gum,26009,90
train_landmark_files/26214.parquet,half,26214,64
train_landmark_files/26224.parquet,half,26224,83
train_landmark_files/26215.parquet,half,26215,32
train_landmark_files/26216.parquet,half,26216,85
train_landmark_files/26220.parquet,half,26220,46
train_landmark_files/26807.parquet,hawaii,26807,71
train_landmark_files/26799.parquet,hawaii,26799,37
train_landmark_files/26810.parquet,hawaii,26810,79
train_landmark_files/26800.parquet,hawaii,26800,44
train_landmark_files/26801.parquet,hawaii,26801,46
train_landmark_files/26802.parquet,hawaii,26802,75
train_landmark_files/26806.parquet,hawaii,26806,98
train_landmark_files/27321.parquet,herself,27321,40
train_landmark_files/27322.parquet,herself,27322,67
train_landmark_files/27313.parquet,herself,27313,44
train_landmark_files/27314.parquet,herself,27314,52
train_landmark_files/27315.parquet,herself,27315,57
train_landmark_files/27316.parquet,herself,27316,71
train_landmark_files/27319.parquet,herself,27319,29
train_landmark_files/27451.parquet,highway,27451,43
train_landmark_files/27452.parquet,highway,27452,28
train_landmark_files/27456.parquet,highway,27456,84
train_landmark_files/27445.parquet,highway,27445,80
train_landmark_files/27446.parquet,highway,27446,81
train_landmark_files/27448.parquet,highway,27448,27
train_landmark_files/27450.parquet,highway,27450,31
train_landmark_files/27793.parquet,homework,27793,104
train_landmark_files/27790.parquet,homework,27790,71
train_landmark_files/27789.parquet,homework,27789,91
train_landmark_files/27801.parquet,homework,27801,84
train_landmark_files/27796.parquet,homework,27796,47
train_landmark_files/27883.parquet,honor,27883,94
train_landmark_files/27874.parquet,honor,27874,77
train_landmark_files/27875.parquet,honor,27875,48
train_landmark_files/27876.parquet,honor,27876,94
train_landmark_files/27879.parquet,honor,27879,44
train_landmark_files/27880.parquet,honor,27880,31
train_landmark_files/28582.parquet,ice cream,28582,75
train_landmark_files/28583.parquet,ice cream,28583,71
train_landmark_files/28584.parquet,ice cream,28584,45
train_landmark_files/28585.parquet,ice cream,28585,39
train_landmark_files/28586.parquet,ice cream,28586,84
train_landmark_files/28588.parquet,ice cream,28588,66
train_landmark_files/28590.parquet,ice cream,28590,92
train_landmark_files/69375.parquet,if,69375,85
train_landmark_files/28743.parquet,if,28743,35
train_landmark_files/28736.parquet,if,28736,100
train_landmark_files/28749.parquet,if,28749,80
train_landmark_files/28737.parquet,if,28737,35
train_landmark_files/28739.parquet,if,28739,71
train_landmark_files/29327.parquet,increase,29327,85
train_landmark_files/29328.parquet,increase,29328,77
train_landmark_files/29329.parquet,increase,29329,33
train_landmark_files/29330.parquet,increase,29330,83
train_landmark_files/29333.parquet,increase,29333,59
train_landmark_files/29407.parquet,india,29407,40
train_landmark_files/29400.parquet,india,29400,65
train_landmark_files/29402.parquet,india,29402,37
train_landmark_files/29404.parquet,india,29404,72
train_landmark_files/29641.parquet,information,29641,71
train_landmark_files/29632.parquet,information,29632,117
train_landmark_files/29633.parquet,information,29633,100
train_landmark_files/29634.parquet,information,29634,75
train_landmark_files/29636.parquet,information,29636,49
train_landmark_files/29637.parquet,information,29637,46
train_landmark_files/29638.parquet,information,29638,44
train_landmark_files/30271.parquet,interpret,30271,99
train_landmark_files/30264.parquet,interpret,30264,41
train_landmark_files/30265.parquet,interpret,30265,91
train_landmark_files/30268.parquet,interpret,30268,55
train_landmark_files/65956.parquet,interview,65956,52
train_landmark_files/30327.parquet,interview,30327,91
train_landmark_files/30316.parquet,interview,30316,122
train_landmark_files/30318.parquet,interview,30318,40
train_landmark_files/30319.parquet,interview,30319,70
train_landmark_files/65961.parquet,invite,65961,51
train_landmark_files/30510.parquet,invite,30510,103
train_landmark_files/30511.parquet,invite,30511,64
train_landmark_files/30514.parquet,invite,30514,49
train_landmark_files/30516.parquet,invite,30516,93
train_landmark_files/30713.parquet,israel,30713,52
train_landmark_files/30719.parquet,israel,30719,93
train_landmark_files/30707.parquet,israel,30707,83
train_landmark_files/30709.parquet,israel,30709,34
train_landmark_files/30710.parquet,israel,30710,31
train_landmark_files/31049.parquet,jesus,31049,68
train_landmark_files/31050.parquet,jesus,31050,46
train_landmark_files/31051.parquet,jesus,31051,35
train_landmark_files/31052.parquet,jesus,31052,64
train_landmark_files/31054.parquet,jesus,31054,39
train_landmark_files/31057.parquet,jesus,31057,87
train_landmark_files/31491.parquet,keep,31491,60
train_landmark_files/65987.parquet,keep,65987,47
train_landmark_files/31485.parquet,keep,31485,100
train_landmark_files/31496.parquet,keep,31496,78
train_landmark_files/31486.parquet,keep,31486,30
train_landmark_files/31487.parquet,keep,31487,67
train_landmark_files/31554.parquet,keyboard,31554,84
train_landmark_files/31555.parquet,keyboard,31555,116
train_landmark_files/31556.parquet,keyboard,31556,26
train_landmark_files/31557.parquet,keyboard,31557,57
train_landmark_files/31559.parquet,keyboard,31559,66
train_landmark_files/31561.parquet,keyboard,31561,117
train_landmark_files/69382.parquet,land,69382,91
train_landmark_files/32113.parquet,land,32113,96
train_landmark_files/32115.parquet,land,32115,51
train_landmark_files/32117.parquet,land,32117,43
train_landmark_files/32118.parquet,land,32118,144
train_landmark_files/32120.parquet,land,32120,78
train_landmark_files/32474.parquet,lawyer,32474,75
train_landmark_files/32475.parquet,lawyer,32475,100
train_landmark_files/32476.parquet,lawyer,32476,120
train_landmark_files/32478.parquet,lawyer,32478,53
train_landmark_files/32481.parquet,lawyer,32481,99
train_landmark_files/66020.parquet,lead,66020,66
train_landmark_files/32541.parquet,lead,32541,50
train_landmark_files/32535.parquet,lead,32535,113
train_landmark_files/32547.parquet,lead,32547,108
train_landmark_files/32537.parquet,lead,32537,40
train_landmark_files/32538.parquet,lead,32538,35
train_landmark_files/32539.parquet,lead,32539,98
train_landmark_files/66035.parquet,lesbian,66035,53
train_landmark_files/32859.parquet,lesbian,32859,72
train_landmark_files/32860.parquet,lesbian,32860,80
train_landmark_files/32863.parquet,lesbian,32863,44
train_landmark_files/32864.parquet,lesbian,32864,56
train_landmark_files/32867.parquet,lesbian,32867,82
train_landmark_files/69390.parquet,line,69390,85
train_landmark_files/33335.parquet,line,33335,128
train_landmark_files/33346.parquet,line,33346,100
train_landmark_files/33337.parquet,line,33337,42
train_landmark_files/33339.parquet,line,33339,102
train_landmark_files/33341.parquet,line,33341,56
train_landmark_files/33704.parquet,lock,33704,90
train_landmark_files/66080.parquet,lock,66080,60
train_landmark_files/33696.parquet,lock,33696,92
train_landmark_files/33697.parquet,lock,33697,46
train_landmark_files/33698.parquet,lock,33698,112
train_landmark_files/33701.parquet,lock,33701,45
train_landmark_files/34095.parquet,loud,34095,91
train_landmark_files/66087.parquet,loud,66087,43
train_landmark_files/34087.parquet,loud,34087,58
train_landmark_files/34088.parquet,loud,34088,46
train_landmark_files/34089.parquet,loud,34089,137
train_landmark_files/34091.parquet,loud,34091,56
train_landmark_files/66088.parquet,lousy,66088,41
train_landmark_files/34110.parquet,lousy,34110,70
train_landmark_files/34111.parquet,lousy,34111,28
train_landmark_files/34112.parquet,lousy,34112,94
train_landmark_files/34114.parquet,lousy,34114,36
train_landmark_files/34117.parquet,lousy,34117,87
train_landmark_files/34265.parquet,lunch,34265,66
train_landmark_files/34276.parquet,lunch,34276,106
train_landmark_files/34266.parquet,lunch,34266,83
train_landmark_files/34268.parquet,lunch,34268,81
train_landmark_files/34269.parquet,lunch,34269,149
train_landmark_files/34271.parquet,lunch,34271,58
train_landmark_files/66091.parquet,machine,66091,59
train_landmark_files/34353.parquet,machine,34353,82
train_landmark_files/34354.parquet,machine,34354,32
train_landmark_files/34355.parquet,machine,34355,108
train_landmark_files/34357.parquet,machine,34357,46
train_landmark_files/34359.parquet,machine,34359,96
train_landmark_files/34375.parquet,mad,34375,22
train_landmark_files/34369.parquet,mad,34369,35
train_landmark_files/34382.parquet,mad,34382,94
train_landmark_files/34370.parquet,mad,34370,26
train_landmark_files/34371.parquet,mad,34371,90
train_landmark_files/66114.parquet,memorize,66114,64
train_landmark_files/35604.parquet,memorize,35604,88
train_landmark_files/35605.parquet,memorize,35605,103
train_landmark_files/35606.parquet,memorize,35606,36
train_landmark_files/35607.parquet,memorize,35607,93
train_landmark_files/35609.parquet,memorize,35609,37
train_landmark_files/35611.parquet,memorize,35611,80
train_landmark_files/36231.parquet,minus,36231,86
train_landmark_files/36241.parquet,minus,36241,78
train_landmark_files/36232.parquet,minus,36232,58
train_landmark_files/36235.parquet,minus,36235,30
train_landmark_files/36635.parquet,monday,36635,66
train_landmark_files/66136.parquet,monday,66136,73
train_landmark_files/36630.parquet,monday,36630,74
train_landmark_files/36631.parquet,monday,36631,134
train_landmark_files/36632.parquet,monday,36632,57
train_landmark_files/36633.parquet,monday,36633,103
train_landmark_files/37026.parquet,mountain,37026,87
train_landmark_files/37017.parquet,mountain,37017,76
train_landmark_files/37018.parquet,mountain,37018,38
train_landmark_files/37019.parquet,mountain,37019,89
train_landmark_files/37022.parquet,mountain,37022,80
train_landmark_files/66149.parquet,mouth,66149,72
train_landmark_files/37062.parquet,mouth,37062,79
train_landmark_files/37063.parquet,mouth,37063,84
train_landmark_files/37065.parquet,mouth,37065,50
train_landmark_files/37068.parquet,mouth,37068,74
train_landmark_files/37344.parquet,mushroom,37344,96
train_landmark_files/37345.parquet,mushroom,37345,55
train_landmark_files/37346.parquet,mushroom,37346,35
train_landmark_files/37347.parquet,mushroom,37347,84
train_landmark_files/37350.parquet,mushroom,37350,47
train_landmark_files/66159.parquet,napkin,66159,42
train_landmark_files/37611.parquet,napkin,37611,90
train_landmark_files/37612.parquet,napkin,37612,33
train_landmark_files/37613.parquet,napkin,37613,46
train_landmark_files/37614.parquet,napkin,37614,108
train_landmark_files/37616.parquet,napkin,37616,54
train_landmark_files/37617.parquet,napkin,37617,68
train_landmark_files/37845.parquet,neck,37845,76
train_landmark_files/66161.parquet,neck,66161,75
train_landmark_files/37837.parquet,neck,37837,69
train_landmark_files/37838.parquet,neck,37838,80
train_landmark_files/37839.parquet,neck,37839,78
train_landmark_files/37841.parquet,neck,37841,35
train_landmark_files/38238.parquet,next,38238,33
train_landmark_files/38231.parquet,next,38231,115
train_landmark_files/38243.parquet,next,38243,80
train_landmark_files/38232.parquet,next,38232,27
train_landmark_files/38233.parquet,next,38233,103
train_landmark_files/69416.parquet,ocean,69416,98
train_landmark_files/39348.parquet,ocean,39348,106
train_landmark_files/39349.parquet,ocean,39349,84
train_landmark_files/39350.parquet,ocean,39350,119
train_landmark_files/39352.parquet,ocean,39352,57
train_landmark_files/39951.parquet,open,39951,83
train_landmark_files/39962.parquet,open,39962,92
train_landmark_files/39952.parquet,open,39952,72
train_landmark_files/39953.parquet,open,39953,92
train_landmark_files/39955.parquet,open,39955,43
train_landmark_files/39956.parquet,open,39956,33
train_landmark_files/39957.parquet,open,39957,53
train_landmark_files/66255.parquet,overwhelm,66255,66
train_landmark_files/40635.parquet,overwhelm,40635,76
train_landmark_files/40636.parquet,overwhelm,40636,34
train_landmark_files/40637.parquet,overwhelm,40637,34
train_landmark_files/40638.parquet,overwhelm,40638,103
train_landmark_files/40639.parquet,overwhelm,40639,31
train_landmark_files/40640.parquet,overwhelm,40640,44
train_landmark_files/40642.parquet,overwhelm,40642,84
train_landmark_files/40650.parquet,owe,40650,108
train_landmark_files/40651.parquet,owe,40651,69
train_landmark_files/40652.parquet,owe,40652,75
train_landmark_files/40654.parquet,owe,40654,37
train_landmark_files/40657.parquet,owe,40657,98
train_landmark_files/40759.parquet,page,40759,81
train_landmark_files/40770.parquet,page,40770,74
train_landmark_files/40760.parquet,page,40760,92
train_landmark_files/40761.parquet,page,40761,53
train_landmark_files/40764.parquet,page,40764,40
train_landmark_files/40810.parquet,pain,40810,83
train_landmark_files/40802.parquet,pain,40802,99
train_landmark_files/40803.parquet,pain,40803,89
train_landmark_files/40806.parquet,pain,40806,54
train_landmark_files/40807.parquet,pain,40807,55
train_landmark_files/41063.parquet,parade,41063,85
train_landmark_files/41064.parquet,parade,41064,76
train_landmark_files/41065.parquet,parade,41065,34
train_landmark_files/41066.parquet,parade,41066,110
train_landmark_files/41068.parquet,parade,41068,52
train_landmark_files/41070.parquet,parade,41070,81
train_landmark_files/41164.parquet,parents,41164,82
train_landmark_files/41165.parquet,parents,41165,157
train_landmark_files/41166.parquet,parents,41166,31
train_landmark_files/42004.parquet,perfect,42004,41
train_landmark_files/42005.parquet,perfect,42005,49
train_landmark_files/65575.parquet,perfect,65575,45
train_landmark_files/42008.parquet,perfect,42008,84
train_landmark_files/41998.parquet,perfect,41998,77
train_landmark_files/42001.parquet,perfect,42001,43
train_landmark_files/42002.parquet,perfect,42002,73
train_landmark_files/66279.parquet,period,66279,65
train_landmark_files/42076.parquet,period,42076,31
train_landmark_files/42080.parquet,period,42080,125
train_landmark_files/42086.parquet,period,42086,33
train_landmark_files/42088.parquet,period,42088,70
train_landmark_files/42403.parquet,philosophy,42403,75
train_landmark_files/42407.parquet,philosophy,42407,34
train_landmark_files/66287.parquet,philosophy,66287,66
train_landmark_files/42410.parquet,philosophy,42410,96
train_landmark_files/42400.parquet,philosophy,42400,52
train_landmark_files/42401.parquet,philosophy,42401,44
train_landmark_files/42470.parquet,photographer,42470,81
train_landmark_files/42471.parquet,photographer,42471,86
train_landmark_files/42472.parquet,photographer,42472,97
train_landmark_files/42475.parquet,photographer,42475,61
train_landmark_files/42478.parquet,photographer,42478,92
train_landmark_files/69432.parquet,place,69432,65
train_landmark_files/42994.parquet,place,42994,86
train_landmark_files/42987.parquet,place,42987,41
train_landmark_files/42988.parquet,place,42988,38
train_landmark_files/42989.parquet,place,42989,94
train_landmark_files/43561.parquet,policy,43561,81
train_landmark_files/66307.parquet,policy,66307,65
train_landmark_files/43553.parquet,policy,43553,88
train_landmark_files/43554.parquet,policy,43554,35
train_landmark_files/43555.parquet,policy,43555,127
train_landmark_files/43557.parquet,policy,43557,57
train_landmark_files/66312.parquet,popular,66312,60
train_landmark_files/43726.parquet,popular,43726,89
train_landmark_files/43727.parquet,popular,43727,116
train_landmark_files/43729.parquet,popular,43729,48
train_landmark_files/43730.parquet,popular,43730,43
train_landmark_files/43733.parquet,popular,43733,79
train_landmark_files/44126.parquet,pray,44126,78
train_landmark_files/44136.parquet,pray,44136,96
train_landmark_files/44127.parquet,pray,44127,22
train_landmark_files/44128.parquet,pray,44128,87
train_landmark_files/44130.parquet,pray,44130,41
train_landmark_files/44132.parquet,pray,44132,72
train_landmark_files/44208.parquet,predict,44208,93
train_landmark_files/44200.parquet,predict,44200,123
train_landmark_files/44201.parquet,predict,44201,107
train_landmark_files/44202.parquet,predict,44202,41
train_landmark_files/44203.parquet,predict,44203,87
train_landmark_files/44206.parquet,predict,44206,53
train_landmark_files/44329.parquet,presentation,44329,38
train_landmark_files/44320.parquet,presentation,44320,119
train_landmark_files/44321.parquet,presentation,44321,62
train_landmark_files/44322.parquet,presentation,44322,37
train_landmark_files/44323.parquet,presentation,44323,40
train_landmark_files/44324.parquet,presentation,44324,31
train_landmark_files/44325.parquet,presentation,44325,32
train_landmark_files/44327.parquet,presentation,44327,89
train_landmark_files/69438.parquet,print,69438,83
train_landmark_files/66332.parquet,print,66332,58
train_landmark_files/44567.parquet,print,44567,92
train_landmark_files/44568.parquet,print,44568,32
train_landmark_files/44570.parquet,print,44570,35
train_landmark_files/44572.parquet,print,44572,78
train_landmark_files/44558.parquet,printer,44558,51
train_landmark_files/44559.parquet,printer,44559,88
train_landmark_files/44560.parquet,printer,44560,77
train_landmark_files/44561.parquet,printer,44561,147
train_landmark_files/44563.parquet,printer,44563,39
train_landmark_files/44566.parquet,printer,44566,83
train_landmark_files/44633.parquet,private,44633,81
train_landmark_files/44624.parquet,private,44624,79
train_landmark_files/44625.parquet,private,44625,31
train_landmark_files/44626.parquet,private,44626,88
train_landmark_files/44628.parquet,private,44628,57
train_landmark_files/44629.parquet,private,44629,45
train_landmark_files/44631.parquet,private,44631,32
train_landmark_files/44733.parquet,procrastinate,44733,91
train_landmark_files/44734.parquet,procrastinate,44734,28
train_landmark_files/44735.parquet,procrastinate,44735,106
train_landmark_files/44737.parquet,procrastinate,44737,48
train_landmark_files/44738.parquet,procrastinate,44738,39
train_landmark_files/44739.parquet,procrastinate,44739,44
train_landmark_files/44741.parquet,procrastinate,44741,99
train_landmark_files/44868.parquet,project,44868,93
train_landmark_files/66338.parquet,project,66338,64
train_landmark_files/44869.parquet,project,44869,93
train_landmark_files/44860.parquet,project,44860,86
train_landmark_files/44862.parquet,project,44862,42
train_landmark_files/44863.parquet,project,44863,95
train_landmark_files/44865.parquet,project,44865,83
train_landmark_files/66343.parquet,protect,66343,50
train_landmark_files/45060.parquet,protect,45060,87
train_landmark_files/45061.parquet,protect,45061,33
train_landmark_files/45062.parquet,protect,45062,74
train_landmark_files/45064.parquet,protect,45064,24
train_landmark_files/45067.parquet,protect,45067,93
train_landmark_files/45098.parquet,prove,45098,109
train_landmark_files/45099.parquet,prove,45099,36
train_landmark_files/45100.parquet,prove,45100,45
train_landmark_files/45101.parquet,prove,45101,83
train_landmark_files/45104.parquet,prove,45104,37
train_landmark_files/66346.parquet,provide,66346,59
train_landmark_files/45110.parquet,provide,45110,135
train_landmark_files/45111.parquet,provide,45111,95
train_landmark_files/45113.parquet,provide,45113,71
train_landmark_files/45114.parquet,provide,45114,28
train_landmark_files/45117.parquet,provide,45117,80
train_landmark_files/45180.parquet,psychology,45180,85
train_landmark_files/45171.parquet,psychology,45171,94
train_landmark_files/45172.parquet,psychology,45172,96
train_landmark_files/45173.parquet,psychology,45173,47
train_landmark_files/45175.parquet,psychology,45175,82
train_landmark_files/45177.parquet,psychology,45177,43
train_landmark_files/66354.parquet,punish,66354,64
train_landmark_files/45363.parquet,punish,45363,75
train_landmark_files/45364.parquet,punish,45364,44
train_landmark_files/45365.parquet,punish,45365,83
train_landmark_files/45367.parquet,punish,45367,32
train_landmark_files/45369.parquet,punish,45369,103
train_landmark_files/66359.parquet,puzzled,66359,56
train_landmark_files/45571.parquet,puzzled,45571,35
train_landmark_files/45572.parquet,puzzled,45572,29
train_landmark_files/45574.parquet,puzzled,45574,41
train_landmark_files/45575.parquet,puzzled,45575,27
train_landmark_files/45577.parquet,puzzled,45577,122
train_landmark_files/69442.parquet,question,69442,60
train_landmark_files/45723.parquet,question,45723,86
train_landmark_files/45714.parquet,question,45714,154
train_landmark_files/45715.parquet,question,45715,92
train_landmark_files/45719.parquet,question,45719,49
train_landmark_files/45749.parquet,quick,45749,79
train_landmark_files/66363.parquet,quick,66363,65
train_landmark_files/66364.parquet,quick,66364,69
train_landmark_files/45742.parquet,quick,45742,86
train_landmark_files/45743.parquet,quick,45743,56
train_landmark_files/45746.parquet,quick,45746,19
train_landmark_files/45747.parquet,quick,45747,33
train_landmark_files/45967.parquet,rainbow,45967,72
train_landmark_files/45968.parquet,rainbow,45968,34
train_landmark_files/45969.parquet,rainbow,45969,105
train_landmark_files/45971.parquet,rainbow,45971,42
train_landmark_files/45975.parquet,rainbow,45975,91
train_landmark_files/66370.parquet,rake,66370,65
train_landmark_files/46054.parquet,rake,46054,93
train_landmark_files/46055.parquet,rake,46055,49
train_landmark_files/46058.parquet,rake,46058,53
train_landmark_files/46060.parquet,rake,46060,91
train_landmark_files/46957.parquet,rehearse,46957,76
train_landmark_files/46958.parquet,rehearse,46958,98
train_landmark_files/46960.parquet,rehearse,46960,88
train_landmark_files/46961.parquet,rehearse,46961,64
train_landmark_files/46962.parquet,rehearse,46962,39
train_landmark_files/46963.parquet,rehearse,46963,57
train_landmark_files/46965.parquet,rehearse,46965,89
train_landmark_files/66390.parquet,remove,66390,62
train_landmark_files/47237.parquet,remove,47237,134
train_landmark_files/47238.parquet,remove,47238,41
train_landmark_files/47239.parquet,remove,47239,46
train_landmark_files/47240.parquet,remove,47240,88
train_landmark_files/47242.parquet,remove,47242,34
train_landmark_files/47244.parquet,remove,47244,86
train_landmark_files/47864.parquet,revenge,47864,93
train_landmark_files/66403.parquet,revenge,66403,39
train_landmark_files/66402.parquet,revenge,66402,45
train_landmark_files/47858.parquet,revenge,47858,85
train_landmark_files/47859.parquet,revenge,47859,67
train_landmark_files/47862.parquet,revenge,47862,46
train_landmark_files/47902.parquet,review,47902,27
train_landmark_files/47903.parquet,review,47903,35
train_landmark_files/47904.parquet,review,47904,39
train_landmark_files/47905.parquet,review,47905,27
train_landmark_files/47906.parquet,review,47906,78
train_landmark_files/47913.parquet,review,47913,87
train_landmark_files/47901.parquet,review,47901,28
train_landmark_files/48029.parquet,rich,48029,37
train_landmark_files/48032.parquet,rich,48032,85
train_landmark_files/48020.parquet,rich,48020,93
train_landmark_files/48021.parquet,rich,48021,83
train_landmark_files/48022.parquet,rich,48022,33
train_landmark_files/48023.parquet,rich,48023,68
train_landmark_files/48489.parquet,roof,48489,62
train_landmark_files/48499.parquet,roof,48499,92
train_landmark_files/48490.parquet,roof,48490,38
train_landmark_files/48494.parquet,roof,48494,33
train_landmark_files/48538.parquet,rooster,48538,51
train_landmark_files/48539.parquet,rooster,48539,45
train_landmark_files/48540.parquet,rooster,48540,158
train_landmark_files/48542.parquet,rooster,48542,40
train_landmark_files/48545.parquet,rooster,48545,88
train_landmark_files/48705.parquet,rude,48705,86
train_landmark_files/48706.parquet,rude,48706,24
train_landmark_files/48710.parquet,rude,48710,34
train_landmark_files/48711.parquet,rude,48711,85
train_landmark_files/48719.parquet,rude,48719,90
train_landmark_files/48704.parquet,rude,48704,90
train_landmark_files/69454.parquet,say,69454,82
train_landmark_files/66429.parquet,say,66429,50
train_landmark_files/49430.parquet,say,49430,86
train_landmark_files/49432.parquet,say,49432,43
train_landmark_files/49433.parquet,say,49433,56
train_landmark_files/49436.parquet,say,49436,85
train_landmark_files/49644.parquet,scientist,49644,191
train_landmark_files/49645.parquet,scientist,49645,111
train_landmark_files/49646.parquet,scientist,49646,105
train_landmark_files/49648.parquet,scientist,49648,66
train_landmark_files/49651.parquet,scientist,49651,127
train_landmark_files/49737.parquet,scotland,49737,90
train_landmark_files/49727.parquet,scotland,49727,73
train_landmark_files/49728.parquet,scotland,49728,71
train_landmark_files/49729.parquet,scotland,49729,37
train_landmark_files/49730.parquet,scotland,49730,114
train_landmark_files/49732.parquet,scotland,49732,45
train_landmark_files/49814.parquet,screwdriver,49814,97
train_landmark_files/49804.parquet,screwdriver,49804,147
train_landmark_files/49805.parquet,screwdriver,49805,62
